station_id,station_name,sensor,url,date,min,max,median,q1,q3,stdev,count
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-12T00:00:00.000Z,12.01,44.77,20.84,16.38,30.01,9.098,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-13T00:00:00.000Z,2.02,21.58,7.84,4.3,11.15,4.787,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-14T00:00:00.000Z,7.97,80.29,17.64,11.84,39.31,22.454,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-15T00:00:00.000Z,2.94,36.65,13.97,8.74,18.27,8.061,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-16T00:00:00.000Z,2.29,22.45,6.52,3.75,12.63,5.515,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-17T00:00:00.000Z,1.66,20.93,7.21,3,12.87,5.678,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-18T00:00:00.000Z,0.59,11.06,3,1.34,4.26,2.497,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-19T00:00:00.000Z,3.89,19.48,7.37,5.14,17.26,5.823,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-20T00:00:00.000Z,8.02,43.1,16.73,12.96,27.79,9.791,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-21T00:00:00.000Z,4.38,34.06,17.07,10.09,25.48,8.613,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-22T00:00:00.000Z,9.41,83.85,20.17,15.48,28.52,17.59,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-23T00:00:00.000Z,3.48,29.13,15.47,8.59,24.1,8.303,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-24T00:00:00.000Z,4.43,75.51,10.88,8.34,25.26,18.103,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-25T00:00:00.000Z,14.79,39.47,25.66,22.13,29.1,5.466,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-26T00:00:00.000Z,4.23,21.36,13.07,7.68,17.77,5.441,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-27T00:00:00.000Z,0.94,59.79,16.82,4.33,31.43,17.767,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-28T00:00:00.000Z,9.26,40.64,19.6,13.98,23.1,7.407,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-29T00:00:00.000Z,4.83,39,19.86,12.67,26.03,9.31,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-30T00:00:00.000Z,3.71,26.97,11.12,6.74,18.97,6.834,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-10-31T00:00:00.000Z,8.96,37.86,21.62,16.79,30.9,8.109,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-01T00:00:00.000Z,5.96,26.79,16.82,12.71,22.56,5.784,24
