location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Rajah Sulayman Park,6338564,16181084,2026-05-12T22:00:00Z,2026-05-13T06:00:00+08:00,26.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-12T23:00:00Z,2026-05-13T07:00:00+08:00,26.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T00:00:00Z,2026-05-13T08:00:00+08:00,26.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T07:00:00Z,2026-05-13T15:00:00+08:00,30.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T08:00:00Z,2026-05-13T16:00:00+08:00,18.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T16:00:00Z,2026-05-14T00:00:00+08:00,12.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T17:00:00Z,2026-05-14T01:00:00+08:00,14.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T21:00:00Z,2026-05-14T05:00:00+08:00,12.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T22:00:00Z,2026-05-14T06:00:00+08:00,12.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-13T23:00:00Z,2026-05-14T07:00:00+08:00,13.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T01:00:00Z,2026-05-14T09:00:00+08:00,22.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T02:00:00Z,2026-05-14T10:00:00+08:00,23.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T03:00:00Z,2026-05-14T11:00:00+08:00,27.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T04:00:00Z,2026-05-14T12:00:00+08:00,27.2,PM2.5,µg/m³
