location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Tivoli,6340868,16198443,2026-05-11T01:00:00Z,2026-05-11T09:00:00+08:00,23.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T02:00:00Z,2026-05-11T10:00:00+08:00,14.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T03:00:00Z,2026-05-11T11:00:00+08:00,13.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T04:00:00Z,2026-05-11T12:00:00+08:00,8.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T05:00:00Z,2026-05-11T13:00:00+08:00,4.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T06:00:00Z,2026-05-11T14:00:00+08:00,1.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T07:00:00Z,2026-05-11T15:00:00+08:00,1.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T08:00:00Z,2026-05-11T16:00:00+08:00,1.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T09:00:00Z,2026-05-11T17:00:00+08:00,2.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T12:00:00Z,2026-05-11T20:00:00+08:00,10.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T13:00:00Z,2026-05-11T21:00:00+08:00,20.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T14:00:00Z,2026-05-11T22:00:00+08:00,21.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T15:00:00Z,2026-05-11T23:00:00+08:00,9.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T16:00:00Z,2026-05-12T00:00:00+08:00,5.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T17:00:00Z,2026-05-12T01:00:00+08:00,5.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T18:00:00Z,2026-05-12T02:00:00+08:00,5.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T19:00:00Z,2026-05-12T03:00:00+08:00,10.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T20:00:00Z,2026-05-12T04:00:00+08:00,18.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-11T21:00:00Z,2026-05-12T05:00:00+08:00,31.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T00:00:00Z,2026-05-12T08:00:00+08:00,35.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T01:00:00Z,2026-05-12T09:00:00+08:00,28.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T02:00:00Z,2026-05-12T10:00:00+08:00,32.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T03:00:00Z,2026-05-12T11:00:00+08:00,38.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T04:00:00Z,2026-05-12T12:00:00+08:00,43.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T05:00:00Z,2026-05-12T13:00:00+08:00,43.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T06:00:00Z,2026-05-12T14:00:00+08:00,45.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T07:00:00Z,2026-05-12T15:00:00+08:00,45.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T08:00:00Z,2026-05-12T16:00:00+08:00,44.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T09:00:00Z,2026-05-12T17:00:00+08:00,41.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T10:00:00Z,2026-05-12T18:00:00+08:00,42.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T11:00:00Z,2026-05-12T19:00:00+08:00,44.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T12:00:00Z,2026-05-12T20:00:00+08:00,41.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T13:00:00Z,2026-05-12T21:00:00+08:00,37.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T14:00:00Z,2026-05-12T22:00:00+08:00,28.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T15:00:00Z,2026-05-12T23:00:00+08:00,39.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T16:00:00Z,2026-05-13T00:00:00+08:00,45.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T17:00:00Z,2026-05-13T01:00:00+08:00,43.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T18:00:00Z,2026-05-13T02:00:00+08:00,44.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T19:00:00Z,2026-05-13T03:00:00+08:00,43.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T20:00:00Z,2026-05-13T04:00:00+08:00,39.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T21:00:00Z,2026-05-13T05:00:00+08:00,37.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T22:00:00Z,2026-05-13T06:00:00+08:00,44.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-12T23:00:00Z,2026-05-13T07:00:00+08:00,51.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T00:00:00Z,2026-05-13T08:00:00+08:00,54.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T01:00:00Z,2026-05-13T09:00:00+08:00,34.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T02:00:00Z,2026-05-13T10:00:00+08:00,29.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T03:00:00Z,2026-05-13T11:00:00+08:00,38.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T04:00:00Z,2026-05-13T12:00:00+08:00,47.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T05:00:00Z,2026-05-13T13:00:00+08:00,45.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T06:00:00Z,2026-05-13T14:00:00+08:00,44.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T07:00:00Z,2026-05-13T15:00:00+08:00,45.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T08:00:00Z,2026-05-13T16:00:00+08:00,47.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T09:00:00Z,2026-05-13T17:00:00+08:00,39.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T10:00:00Z,2026-05-13T18:00:00+08:00,29.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T11:00:00Z,2026-05-13T19:00:00+08:00,21.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T12:00:00Z,2026-05-13T20:00:00+08:00,22.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T13:00:00Z,2026-05-13T21:00:00+08:00,24.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T14:00:00Z,2026-05-13T22:00:00+08:00,26.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T15:00:00Z,2026-05-13T23:00:00+08:00,26.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T16:00:00Z,2026-05-14T00:00:00+08:00,22.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T17:00:00Z,2026-05-14T01:00:00+08:00,30.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T18:00:00Z,2026-05-14T02:00:00+08:00,24.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T19:00:00Z,2026-05-14T03:00:00+08:00,20.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T20:00:00Z,2026-05-14T04:00:00+08:00,33.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T21:00:00Z,2026-05-14T05:00:00+08:00,41.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T22:00:00Z,2026-05-14T06:00:00+08:00,43.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-13T23:00:00Z,2026-05-14T07:00:00+08:00,43.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T00:00:00Z,2026-05-14T08:00:00+08:00,32.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T01:00:00Z,2026-05-14T09:00:00+08:00,40.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T02:00:00Z,2026-05-14T10:00:00+08:00,44.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T03:00:00Z,2026-05-14T11:00:00+08:00,48.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T04:00:00Z,2026-05-14T12:00:00+08:00,52.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T05:00:00Z,2026-05-14T13:00:00+08:00,56.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T06:00:00Z,2026-05-14T14:00:00+08:00,52.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T07:00:00Z,2026-05-14T15:00:00+08:00,51.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T08:00:00Z,2026-05-14T16:00:00+08:00,41.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T09:00:00Z,2026-05-14T17:00:00+08:00,38.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T10:00:00Z,2026-05-14T18:00:00+08:00,32.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T11:00:00Z,2026-05-14T19:00:00+08:00,24.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T12:00:00Z,2026-05-14T20:00:00+08:00,25.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T13:00:00Z,2026-05-14T21:00:00+08:00,24.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T14:00:00Z,2026-05-14T22:00:00+08:00,25.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T16:00:00Z,2026-05-15T00:00:00+08:00,43.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T17:00:00Z,2026-05-15T01:00:00+08:00,42.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T18:00:00Z,2026-05-15T02:00:00+08:00,49.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T19:00:00Z,2026-05-15T03:00:00+08:00,48.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T20:00:00Z,2026-05-15T04:00:00+08:00,46.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T21:00:00Z,2026-05-15T05:00:00+08:00,46.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T22:00:00Z,2026-05-15T06:00:00+08:00,47.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-14T23:00:00Z,2026-05-15T07:00:00+08:00,49.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T00:00:00Z,2026-05-15T08:00:00+08:00,51.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T01:00:00Z,2026-05-15T09:00:00+08:00,43.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T02:00:00Z,2026-05-15T10:00:00+08:00,43.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T03:00:00Z,2026-05-15T11:00:00+08:00,43.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T04:00:00Z,2026-05-15T12:00:00+08:00,52.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T05:00:00Z,2026-05-15T13:00:00+08:00,61.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T06:00:00Z,2026-05-15T14:00:00+08:00,63.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T07:00:00Z,2026-05-15T15:00:00+08:00,55.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T08:00:00Z,2026-05-15T16:00:00+08:00,50.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T09:00:00Z,2026-05-15T17:00:00+08:00,50.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T10:00:00Z,2026-05-15T18:00:00+08:00,53.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T11:00:00Z,2026-05-15T19:00:00+08:00,52.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T12:00:00Z,2026-05-15T20:00:00+08:00,49.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T13:00:00Z,2026-05-15T21:00:00+08:00,59.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T14:00:00Z,2026-05-15T22:00:00+08:00,55.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T15:00:00Z,2026-05-15T23:00:00+08:00,55.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T16:00:00Z,2026-05-16T00:00:00+08:00,51.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T17:00:00Z,2026-05-16T01:00:00+08:00,50.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T18:00:00Z,2026-05-16T02:00:00+08:00,40.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T19:00:00Z,2026-05-16T03:00:00+08:00,38.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T20:00:00Z,2026-05-16T04:00:00+08:00,42.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T21:00:00Z,2026-05-16T05:00:00+08:00,40.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T22:00:00Z,2026-05-16T06:00:00+08:00,29.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-15T23:00:00Z,2026-05-16T07:00:00+08:00,12.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T00:00:00Z,2026-05-16T08:00:00+08:00,21.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T01:00:00Z,2026-05-16T09:00:00+08:00,31.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T02:00:00Z,2026-05-16T10:00:00+08:00,37.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T03:00:00Z,2026-05-16T11:00:00+08:00,38.7,PM2.5,µg/m³
